,src,dest
3014,GATA1,ASIC4
3015,FOS,ZYX
3016,FOS,ZFP36
3017,FOS,VGLL3
3018,FOS,VGF
3019,FOS,VDR
3020,FOS,UBC
3021,FOS,TYSND1
3022,FOS,TUBB6
3023,FOS,TUBB3
3024,FOS,TRIB1
3025,FOS,TRAF2
3026,FOS,TNXB
3027,FOS,TNNI3
3028,FOS,SYTL2
3029,FOS,STK40
3030,FOS,STBD1
3031,FOS,STAT5B
3032,FOS,SPTBN4
3033,FOS,SMARCA2
3034,FOS,SLC50A1
3035,FOS,SLC3A2
3036,FOS,SLC22A18
3037,FOS,SLC1A5
3038,FOS,SHC3
3039,FOS,SERTAD1
3040,FOS,S100A2
3041,FOS,RXRB
3042,FOS,RIN1
3043,FOS,RHOBTB2
3044,FOS,RFFL
3045,FOS,RARA
3046,FOS,PTPN4
3047,FOS,PSMC6
3048,FOS,PRX
3049,FOS,POLD4
3050,FOS,PLEKHM2
3051,FOS,PLEKHG4
3052,FOS,PLEC
3053,FOS,PHLDA2
3054,FOS,PDE4DIP
3055,FOS,P2RY6
3056,FOS,OSBPL10
3057,FOS,NUAK1
3058,FOS,NTS
3059,FOS,NPAS4
3060,FOS,NDRG4
3061,FOS,MMP9
3062,FOS,MMP3
3063,FOS,MMP2
3064,FOS,MFSD11
3065,FOS,MDC1
3066,FOS,MBNL1
3067,FOS,MAP7D1
3068,FOS,MAD2L1BP
3069,FOS,MACC1
3070,FOS,LMNA
3071,FOS,LDB3
3072,FOS,KRT8
3073,FOS,KRT16
3074,FOS,KLHL21
3075,FOS,KDM3A
3076,FOS,KCNK9
3077,FOS,HSP90AB1
3078,FOS,HLA-DPA1
3079,FOS,HEPH
3080,FOS,HELZ
3081,FOS,HBP1
3082,FOS,GSTP1
3083,FOS,FOSL1
3084,FOS,FAM71D
3085,FOS,FAM131C
3086,FOS,F3
3087,FOS,EXD1
3088,FOS,ERBB3
3089,FOS,EIF4E
3090,FOS,EIF3J
3091,FOS,DTNA
3092,FOS,CTTNBP2NL
3093,FOS,CSRNP1
3094,FOS,COL7A1
3095,FOS,CLU
3096,FOS,CLIC1
3097,FOS,CLDN6
3098,FOS,CIRBP
3099,FOS,CIC
3100,FOS,CCND1
3101,FOS,CAST
3102,FOS,CAPN2
3103,FOS,CAMTA1
3104,FOS,C2CD2
3105,FOS,C19orf33
3106,FOS,BCL9
3107,FOS,BCAR1
3108,FOS,BACH1
3109,FOS,ATP1B1
3110,FOS,ASB9
3111,FOS,ASB5
3112,FOS,ALDH3A1
3113,FOS,ADRA1B
3114,ETS1,VEGFA
3115,ETS1,MMP9
3116,ETS1,MMP2
3117,ESR1,TFAP2C
3118,ESR1,SOCS2
3119,ESR1,GADD45G
3120,EPAS1,VEGFA
3121,ELK4,FOS
3122,ELK1,SIN3A
3123,ELK1,EGR1
3124,EGR3,SPINT1
3125,EGR2,SPINT1
3126,EGR1,ZYX
3127,EGR1,ZSWIM6
3128,EGR1,ZNHIT1
3129,EGR1,ZNF646
3130,EGR1,ZMIZ2
3131,EGR1,ZFAT
3132,EGR1,ZBTB7A
3133,EGR1,XK
3134,EGR1,WNT1
3135,EGR1,WDR48
3136,EGR1,USP39
3137,EGR1,USP25
3138,EGR1,USF2
3139,EGR1,UNC80
3140,EGR1,UCHL3
3141,EGR1,UBTF
3142,EGR1,UBL3
3143,EGR1,UBE2D3
3144,EGR1,TUBB6
3145,EGR1,TUBB
3146,EGR1,TTC9B
3147,EGR1,TTC3
3148,EGR1,TRIO
3149,EGR1,TRIM62
3150,EGR1,TRADD
3151,EGR1,TRA2B
3152,EGR1,TP73
3153,EGR1,TNFRSF12A
3154,EGR1,TMEM158
3155,EGR1,TMEM134
3156,EGR1,TLCD1
3157,EGR1,TIGD2
3158,EGR1,THOC6
3159,EGR1,TGFB1
3160,EGR1,TDRKH
3161,EGR1,TCTA
3162,EGR1,TBC1D10A
3163,EGR1,TAF11
3164,EGR1,SYN1
3165,EGR1,STRN
3166,EGR1,SRSF4
3167,EGR1,SPTBN4
3168,EGR1,SPECC1
3169,EGR1,SP1
3170,EGR1,SOS1
3171,EGR1,SOCS5
3172,EGR1,SOCS2
3173,EGR1,SNX27
3174,EGR1,SNX11
3175,EGR1,SNTG2
3176,EGR1,SMYD5
3177,EGR1,SMARCD3
3178,EGR1,SMARCD2
3179,EGR1,SLC9A8
3180,EGR1,SLC37A3
3181,EGR1,SKIL
3182,EGR1,SIRT1
3183,EGR1,SHOX2
3184,EGR1,SH3GL3
3185,EGR1,SH2B3
3186,EGR1,SETX
3187,EGR1,SEL1L3
3188,EGR1,SCOC
3189,EGR1,SCN8A
3190,EGR1,RUNX1
3191,EGR1,RSPRY1
3192,EGR1,RSF1
3193,EGR1,RSBN1
3194,EGR1,RRNAD1
3195,EGR1,RPL10
3196,EGR1,RPIA
3197,EGR1,RNF19A
3198,EGR1,RNASEH2A
3199,EGR1,REL
3200,EGR1,REEP6
3201,EGR1,RC3H2
3202,EGR1,RBM38
3203,EGR1,RBM27
3204,EGR1,RBBP7
3205,EGR1,RARG
3206,EGR1,RAP1A
3207,EGR1,PUF60
3208,EGR1,PTP4A1
3209,EGR1,PTMS
3210,EGR1,PTBP3
3211,EGR1,PSEN2
3212,EGR1,PRR3
3213,EGR1,PRR14L
3214,EGR1,PRKACA
3215,EGR1,PRADC1
3216,EGR1,PPP4R2
3217,EGR1,PPP2R5A
3218,EGR1,PPIP5K1
3219,EGR1,PPFIA3
3220,EGR1,POR
3221,EGR1,POFUT1
3222,EGR1,PNCK
3223,EGR1,PLEKHG2
3224,EGR1,PLEC
3225,EGR1,PIK3R1
3226,EGR1,PGP
3227,EGR1,PEX13
3228,EGR1,PDZD7
3229,EGR1,PDPK1
3230,EGR1,PDLIM7
3231,EGR1,PDGFB
3232,EGR1,PDE4A
3233,EGR1,PCSK2
3234,EGR1,PAX2
3235,EGR1,PARP10
3236,EGR1,PAQR4
3237,EGR1,PACSIN2
3238,EGR1,PABPC1
3239,EGR1,OTUD5
3240,EGR1,OTUD4
3241,EGR1,OSBPL2
3242,EGR1,ORC4
3243,EGR1,NSF
3244,EGR1,NR3C1
3245,EGR1,NLK
3246,EGR1,NFYC
3247,EGR1,NDUFA4L2
3248,EGR1,NAT9
3249,EGR1,NAB2
3250,EGR1,NAB1
3251,EGR1,MYRIP
3252,EGR1,MYO9A
3253,EGR1,MYO1C
3254,EGR1,MORC2
3255,EGR1,MNT
3256,EGR1,MKLN1
3257,EGR1,MIER1
3258,EGR1,MCHR1
3259,EGR1,MBLAC2
3260,EGR1,MATR3
3261,EGR1,MAPK8IP1
3262,EGR1,MAFF
3263,EGR1,LYPLA2
3264,EGR1,LRRC42
3265,EGR1,LRRC37A3
3266,EGR1,LOC80054
3267,EGR1,LOC100128788
3268,EGR1,LIN7B
3269,EGR1,LEF1
3270,EGR1,LDLRAD3
3271,EGR1,LCOR
3272,EGR1,LASP1
3273,EGR1,KREMEN2
3274,EGR1,KRCC1
3275,EGR1,KLF6
3276,EGR1,KIAA0355
3277,EGR1,KDM5B
3278,EGR1,KDM4B
3279,EGR1,KDM2A
3280,EGR1,KCNQ5
3281,EGR1,KCNMB4
3282,EGR1,KCNC3
3283,EGR1,KAT7
3284,EGR1,KANSL1
3285,EGR1,JUND
3286,EGR1,JARID2
3287,EGR1,IQSEC3
3288,EGR1,INO80
3289,EGR1,ING2
3290,EGR1,IMPDH2
3291,EGR1,IMPDH1
3292,EGR1,IL2RB
3293,EGR1,IGF2
3294,EGR1,IFNGR2
3295,EGR1,ICAM5
3296,EGR1,HSPA8
3297,EGR1,HSPA1A
3298,EGR1,HS6ST1
3299,EGR1,HNRNPUL2
3300,EGR1,HNRNPU
3301,EGR1,HNRNPAB
3302,EGR1,HNRNPA0
3303,EGR1,HMGA1
3304,EGR1,HCFC1
3305,EGR1,GSK3A
3306,EGR1,GRK6
3307,EGR1,GPSM3
3308,EGR1,GPATCH8
3309,EGR1,GMEB2
3310,EGR1,GLRX3
3311,EGR1,GIT1
3312,EGR1,GFI1
3313,EGR1,GCC1
3314,EGR1,GBE1
3315,EGR1,GADD45B
3316,EGR1,FOXP3
3317,EGR1,FOXH1
3318,EGR1,FKBP2
3319,EGR1,FGFR3
3320,EGR1,FCHSD2
3321,EGR1,FAM83H
3322,EGR1,FAM72B
3323,EGR1,FAM72A
3324,EGR1,FAM20B
3325,EGR1,FAF1
3326,EGR1,ERF
3327,EGR1,ELK1
3328,EGR1,EIF5A
3329,EGR1,EHMT1
3330,EGR1,EGR1
3331,EGR1,DYNLL1
3332,EGR1,DSTYK
3333,EGR1,DRAP1
3334,EGR1,DNMT3B
3335,EGR1,DMTF1
3336,EGR1,DLX4
3337,EGR1,DIDO1
3338,EGR1,DGKH
3339,EGR1,DENND2C
3340,EGR1,DCAF10
3341,EGR1,DBNDD2
3342,EGR1,CYB561D1
3343,EGR1,CXXC5
3344,EGR1,CTNNB1
3345,EGR1,CTDSP1
3346,EGR1,CRABP2
3347,EGR1,CPEB1
3348,EGR1,CORO1C
3349,EGR1,CNOT2
3350,EGR1,CNNM4
3351,EGR1,CMAS
3352,EGR1,CLTC
3353,EGR1,CIRBP
3354,EGR1,CIC
3355,EGR1,CEBPB
3356,EGR1,CDKN2C
3357,EGR1,CDK9
3358,EGR1,CDK5
3359,EGR1,CDK17
3360,EGR1,CD19
3361,EGR1,CCDC71
3362,EGR1,CBX3
3363,EGR1,CBX2
3364,EGR1,CAT
3365,EGR1,CAMTA1
3366,EGR1,CACNA1H
3367,EGR1,C6orf47
3368,EGR1,C5orf30
3369,EGR1,C19orf25
3370,EGR1,BTF3L4
3371,EGR1,BTBD19
3372,EGR1,BRD2
3373,EGR1,BMPR2
3374,EGR1,BHLHE40
3375,EGR1,BCL7C
3376,EGR1,BCAR3
3377,EGR1,B4GALT2
3378,EGR1,ATXN2L
3379,EGR1,ATP6V1C1
3380,EGR1,ATP2A2
3381,EGR1,ATG4B
3382,EGR1,ASXL2
3383,EGR1,ARRB1
3384,EGR1,ARPC4
3385,EGR1,ARID4B
3386,EGR1,ARF3
3387,EGR1,APOM
3388,EGR1,APLP2
3389,EGR1,ANKH
3390,EGR1,ALOX5
3391,EGR1,AHCYL1
3392,EGR1,AGAP3
3393,EGR1,ADRM1
3394,EGR1,ACTG1
3395,EGR1,ACHE
3396,EGR1,ACAP3
3397,EGR1,ABCA2
3398,E2F4,UNG
3399,E2F4,TMPO
3400,E2F4,SUV39H1
3401,E2F4,STMN1
3402,E2F4,SMC4
3403,E2F4,SAYSD1
3404,E2F4,RPS6
3405,E2F4,RBL1
3406,E2F4,RB1
3407,E2F4,RAD51
3408,E2F4,POLD2
3409,E2F4,POLA2
3410,E2F4,PCNA
3411,E2F4,MYCN
3412,E2F4,MYC
3413,E2F4,METTL3
3414,E2F4,MCM6
3415,E2F4,MCM5
3416,E2F4,MCM3
3417,E2F4,MAP3K7
3418,E2F4,KRT19
3419,E2F4,KDM6A
3420,E2F4,HNRNPD
3421,E2F4,GLUD1
3422,E2F4,GINS1
3423,E2F4,FPGT
3424,E2F4,E2F3
3425,E2F4,DLEU1
3426,E2F4,CREG1
3427,E2F4,CDC6
3428,E2F4,CDC25A
3429,E2F4,CBX5
3430,E2F4,BRD2
3431,E2F4,BACH1
3432,E2F2,WRAP73
3433,E2F2,SCN8A
3434,E2F2,SALL1
3435,E2F2,RAD51
3436,E2F2,PRRG3
3437,E2F2,N4BP2L1
3438,E2F2,MPPED2
3439,E2F2,IGFBP3
3440,E2F2,ERH
3441,E2F2,DOCK9
3442,E2F2,DCTN3
3443,E2F2,BRD2
3444,E2F2,ARHGAP36
3445,E2F1,ZNF653
3446,E2F1,ZNF644
3447,E2F1,ZNF524
3448,E2F1,ZNF503-AS2
3449,E2F1,ZEB1
3450,E2F1,XPO7
3451,E2F1,XPO1
3452,E2F1,WRAP73
3453,E2F1,WNT9A
3454,E2F1,WNK1
3455,E2F1,WDR76
3456,E2F1,WDR62
3457,E2F1,WBP2NL
3458,E2F1,VCP
3459,E2F1,USPL1
3460,E2F1,USP49
3461,E2F1,UHRF1
3462,E2F1,UBR7
3463,E2F1,UBE2D3
3464,E2F1,UBC
3465,E2F1,TYRO3
3466,E2F1,TUBB
3467,E2F1,TTI1
3468,E2F1,TRMT6
3469,E2F1,TRIP12
3470,E2F1,TRIM39
3471,E2F1,TRIM37
3472,E2F1,TRAPPC11
3473,E2F1,TRADD
3474,E2F1,TRA2B
3475,E2F1,TMX2
3476,E2F1,TMPO
3477,E2F1,TMEM60
3478,E2F1,TMEM187
3479,E2F1,TMEM143
3480,E2F1,TLE3
3481,E2F1,THAP4
3482,E2F1,TAF11
3483,E2F1,SYNE2
3484,E2F1,SUZ12
3485,E2F1,SUMO2
3486,E2F1,SUGP2
3487,E2F1,STMN1
3488,E2F1,STK35
3489,E2F1,STAG1
3490,E2F1,ST7-OT4
3491,E2F1,ST7
3492,E2F1,SSBP4
3493,E2F1,SRSF8
3494,E2F1,SRSF7
3495,E2F1,SRSF2
3496,E2F1,SRSF1
3497,E2F1,SRCAP
3498,E2F1,SPHK1
3499,E2F1,SMCHD1
3500,E2F1,SMC4
3501,E2F1,SMC3
3502,E2F1,SLC4A2
3503,E2F1,SLC20A1
3504,E2F1,SLC16A6
3505,E2F1,SIVA1
3506,E2F1,SIM2
3507,E2F1,SIK2
3508,E2F1,SEZ6L2
3509,E2F1,SESN1
3510,E2F1,SERF2
3511,E2F1,SEPHS1
3512,E2F1,SENP1
3513,E2F1,SEC1
3514,E2F1,SCN8A
3515,E2F1,RTN4
3516,E2F1,RRM1
3517,E2F1,RPS20
3518,E2F1,RNF168
3519,E2F1,RFC3
3520,E2F1,REEP1
3521,E2F1,RASAL2
3522,E2F1,RANBP1
3523,E2F1,RABEP1
3524,E2F1,RAB40C
3525,E2F1,PXMP2
3526,E2F1,PTPRK
3527,E2F1,PTMA
3528,E2F1,PRRG3
3529,E2F1,PRPS2
3530,E2F1,PRKDC
3531,E2F1,PRKCE
3532,E2F1,PPRC1
3533,E2F1,PPP6R3
3534,E2F1,PPM1D
3535,E2F1,PPIG
3536,E2F1,PPAT
3537,E2F1,POLE2
3538,E2F1,POLD3
3539,E2F1,PLEKHJ1
3540,E2F1,PLCL2
3541,E2F1,PKMYT1
3542,E2F1,PIM1
3543,E2F1,PHF5A
3544,E2F1,PEG3
3545,E2F1,PDIA3
3546,E2F1,PDGFA
3547,E2F1,PDE8A
3548,E2F1,PAX6
3549,E2F1,PANK2
3550,E2F1,PAN2
3551,E2F1,NUP155
3552,E2F1,NOLC1
3553,E2F1,NIPBL
3554,E2F1,NFATC2IP
3555,E2F1,NDUFC1
3556,E2F1,NDC80
3557,E2F1,N4BP2L1
3558,E2F1,N4BP1
3559,E2F1,MYB
3560,E2F1,MXD3
3561,E2F1,MTHFD1
3562,E2F1,MSH6
3563,E2F1,MSH3
3564,E2F1,MSH2
3565,E2F1,MPPED2
3566,E2F1,MORF4L1
3567,E2F1,MORC4
3568,E2F1,MMP15
3569,E2F1,MIS12
3570,E2F1,MCMBP
3571,E2F1,MCM9
3572,E2F1,MCM7
3573,E2F1,MCM6
3574,E2F1,MCM4
3575,E2F1,MCM10
3576,E2F1,MCFD2
3577,E2F1,LTN1
3578,E2F1,LRRFIP1
3579,E2F1,LPAR2
3580,E2F1,LOC81691
3581,E2F1,LOC147727
3582,E2F1,LOC100129726
3583,E2F1,LIN54
3584,E2F1,LHX2
3585,E2F1,KLHDC1
3586,E2F1,KLF9
3587,E2F1,KIAA1143
3588,E2F1,KDM6A
3589,E2F1,KANSL3
3590,E2F1,KANSL1
3591,E2F1,IGF1R
3592,E2F1,IER5L
3593,E2F1,HOXB9
3594,E2F1,HOXA10
3595,E2F1,HNRNPUL1
3596,E2F1,HMGA1
3597,E2F1,HLTF
3598,E2F1,HIVEP1
3599,E2F1,HIRA
3600,E2F1,HCN3
3601,E2F1,HAT1
3602,E2F1,GPX4
3603,E2F1,GPR158
3604,E2F1,GMNN
3605,E2F1,GINS1
3606,E2F1,GEN1
3607,E2F1,GCH1
3608,E2F1,FUS
3609,E2F1,FOXRED1
3610,E2F1,FHOD1
3611,E2F1,FAM76B
3612,E2F1,EXOSC9
3613,E2F1,ERH
3614,E2F1,EPM2AIP1
3615,E2F1,ENDOD1
3616,E2F1,EML6
3617,E2F1,EDEM3
3618,E2F1,DYRK1A
3619,E2F1,DUT
3620,E2F1,DTL
3621,E2F1,DOCK9
3622,E2F1,DNMT1
3623,E2F1,DNAJC11
3624,E2F1,DNAJB14
3625,E2F1,DLEU1
3626,E2F1,DHX9
3627,E2F1,DEK
3628,E2F1,DCTN3
3629,E2F1,DBF4
3630,E2F1,CTDSPL2
3631,E2F1,CTCF
3632,E2F1,CSTF2T
3633,E2F1,CSNK2B
3634,E2F1,CNOT6L
3635,E2F1,CLIP1
3636,E2F1,CLIC1
3637,E2F1,CENPM
3638,E2F1,CDK1
3639,E2F1,CDCA7
3640,E2F1,CDC6
3641,E2F1,CDC45
3642,E2F1,CCP110
3643,E2F1,CCNE2
3644,E2F1,CCND1
3645,E2F1,CCDC85C
3646,E2F1,CBX3
3647,E2F1,CBS
3648,E2F1,CASP8AP2
3649,E2F1,CAMK2N2
3650,E2F1,BRPF3
3651,E2F1,BRPF1
3652,E2F1,BROX
3653,E2F1,BRD7
3654,E2F1,BACH1
3655,E2F1,ATL3
3656,E2F1,ARMC4
3657,E2F1,ARL6IP6
3658,E2F1,ARHGEF17
3659,E2F1,ARHGAP36
3660,E2F1,ARF5
3661,E2F1,APPL1
3662,E2F1,AP4M1
3663,E2F1,ANKRD27
3664,E2F1,ADAMTS1
3665,E2F1,ACBD6
3666,E2F1,ABHD10
3667,E2F1,ABCB10
3668,CREB1,VIP
3669,CREB1,TGFB1
3670,CREB1,SMAD9
3671,CREB1,POLB
3672,CREB1,NR4A3
3673,CREB1,NR4A2
3674,CREB1,NR3C1
3675,CREB1,MOG
3676,CREB1,MCAM
3677,CREB1,LYN
3678,CREB1,LDHA
3679,CREB1,FLT1
3680,CREB1,ERF
3681,CREB1,DDX5
3682,CREB1,CEBPB
3683,CREB1,AREG
3684,CREB1,AQP2
3685,CEBPB,TOP1
3686,CEBPB,TF
3687,CEBPB,SPINK1
3688,CEBPB,SAA1
3689,CEBPB,CSRP1
3690,CEBPB,CSF3R
3691,CEBPA,TSC22D3
3692,CEBPA,TIMP2
3693,CEBPA,TFAP2A
3694,CEBPA,SAA1
3695,CEBPA,IL6
3696,CEBPA,CSRP1
3697,CEBPA,CSF3R
3698,CEBPA,CPS1
3699,ATF4,VIP
3700,ATF4,CXCR5
3701,ATF2,VIP
3702,ATF2,RB1
3703,ATF2,NR4A2
3704,ATF2,FN1
3705,ATF2,ATF2
3706,ATF1,VIP
3707,ATF1,TSPAN31
3708,ATF1,TH
3709,ATF1,STAT3
3710,ATF1,MUC1
3711,ATF1,LDHA
3712,ATF1,GOLPH3
3713,ATF1,FLT1
3714,ATF1,COPA
3715,AR,KLK3
3716,ZIC2,ZNRF3
3717,ZIC2,ZNF853
3718,ZIC2,ZNF609
3719,ZIC2,ZNF189
3720,ZIC2,WWC1
3721,ZIC2,WNT7B
3722,ZIC2,WDR18
3723,ZIC2,VCPIP1
3724,ZIC2,UNC5A
3725,ZIC2,UBOX5
3726,ZIC2,UBE2Q2
3727,ZIC2,UBE2A
3728,ZIC2,U2AF2
3729,ZIC2,TWIST2
3730,ZIC2,TUBA4B
3731,ZIC2,TRPV1
3732,ZIC2,TRIM33
3733,ZIC2,TRERF1
3734,ZIC2,TPD52L1
3735,ZIC2,TNK2
3736,ZIC2,TLX2
3737,ZIC2,THOC6
3738,ZIC2,THBS3
3739,ZIC2,TBX4
3740,ZIC2,TBC1D24
3741,ZIC2,TAF10
3742,ZIC2,SYNJ1
3743,ZIC2,SYNCRIP
3744,ZIC2,SSRP1
3745,ZIC2,SQSTM1
3746,ZIC2,SPRED3
3747,ZIC2,SPATA24
3748,ZIC2,SP7
3749,ZIC2,SNORA48
3750,ZIC2,SMARCD3
3751,ZIC2,SMAD1
3752,ZIC2,SLC6A2
3753,ZIC2,SLC4A10
3754,ZIC2,SLC35E1
3755,ZIC2,SLC2A12
3756,ZIC2,SLC1A2
3757,ZIC2,SIPA1
3758,ZIC2,SH3D21
3759,ZIC2,SGMS1
3760,ZIC2,RYBP
3761,ZIC2,RUNX1T1
3762,ZIC2,RUFY3
3763,ZIC2,RSBN1
3764,ZIC2,RRP8
3765,ZIC2,RHO
3766,ZIC2,RHBDD3
3767,ZIC2,REL
3768,ZIC2,RBBP6
3769,ZIC2,RARG
3770,ZIC2,RAD23A
3771,ZIC2,RAB21
3772,ZIC2,PTK7
3773,ZIC2,PTCH2
3774,ZIC2,PTCH1
3775,ZIC2,PSMB7
3776,ZIC2,PRRT2
3777,ZIC2,PRMT1
3778,ZIC2,PRKCSH
3779,ZIC2,PRKAG1
3780,ZIC2,PPP1R11
3781,ZIC2,PPFIBP2
3782,ZIC2,POLR3F
3783,ZIC2,PLXDC2
3784,ZIC2,PLAGL2
3785,ZIC2,PKP4
3786,ZIC2,PIGV
3787,ZIC2,PHLDB1
3788,ZIC2,PHKB
3789,ZIC2,PDLIM4
3790,ZIC2,PDGFC
3791,ZIC2,OR51E1
3792,ZIC2,ODF3L1
3793,ZIC2,NTN3
3794,ZIC2,NSMCE1
3795,ZIC2,NR2F2
3796,ZIC2,NPEPPS
3797,ZIC2,NOLC1
3798,ZIC2,NLRP12
3799,ZIC2,NLGN3
3800,ZIC2,NLGN2
3801,ZIC2,NFE2L2
3802,ZIC2,NFATC4
3803,ZIC2,NELL2
3804,ZIC2,NEGR1
3805,ZIC2,NDUFA4L2
3806,ZIC2,NDUFA11
3807,ZIC2,NAV3
3808,ZIC2,NAV2
3809,ZIC2,MYD88
3810,ZIC2,MYCNOS
3811,ZIC2,MUSK
3812,ZIC2,MTMR11
3813,ZIC2,MOXD1
3814,ZIC2,MORF4L1
3815,ZIC2,MMP19
3816,ZIC2,MID1IP1
3817,ZIC2,MBD5
3818,ZIC2,MAP4
3819,ZIC2,MAEA
3820,ZIC2,LRTM2
3821,ZIC2,LRRTM1
3822,ZIC2,LRG1
3823,ZIC2,LOC338799
3824,ZIC2,LOC283856
3825,ZIC2,LMF1
3826,ZIC2,LHX6
3827,ZIC2,KLHL5
3828,ZIC2,KIAA0040
3829,ZIC2,KDM6A
3830,ZIC2,JKAMP
3831,ZIC2,JAG1
3832,ZIC2,INSIG1
3833,ZIC2,INO80E
3834,ZIC2,ING4
3835,ZIC2,HSPE1
3836,ZIC2,HSPBP1
3837,ZIC2,HSPB2
3838,ZIC2,HPX
3839,ZIC2,HPCA
3840,ZIC2,HOXB8
3841,ZIC2,HOXB7
3842,ZIC2,HOXA11-AS
3843,ZIC2,HDDC3
3844,ZIC2,GSK3A
3845,ZIC2,GRIN2D
3846,ZIC2,GNL1
3847,ZIC2,GNA12
3848,ZIC2,GFRA2
3849,ZIC2,GATA6
3850,ZIC2,G3BP2
3851,ZIC2,FOXL2
3852,ZIC2,FLVCR2
3853,ZIC2,FBXW7
3854,ZIC2,FBXL20
3855,ZIC2,FBXL19-AS1
3856,ZIC2,FBN1
3857,ZIC2,FAT2
3858,ZIC2,FASTKD5
3859,ZIC2,EVPL
3860,ZIC2,ETV6
3861,ZIC2,ESRRG
3862,ZIC2,ENSA
3863,ZIC2,EML6
3864,ZIC2,EMC3
3865,ZIC2,EIF4A1
3866,ZIC2,EDN3
3867,ZIC2,EBP
3868,ZIC2,DYNLT3
3869,ZIC2,DNAL1
3870,ZIC2,DKK3
3871,ZIC2,DHX40
3872,ZIC2,DHX30
3873,ZIC2,DHRS3
3874,ZIC2,DDX3X
3875,ZIC2,DDX23
3876,ZIC2,DCTN3
3877,ZIC2,DAZAP2
3878,ZIC2,DAGLA
3879,ZIC2,CYP2W1
3880,ZIC2,CTRL
3881,ZIC2,CSF1R
3882,ZIC2,CSDE1
3883,ZIC2,COL4A4
3884,ZIC2,CLU
3885,ZIC2,CLCF1
3886,ZIC2,CHD2
3887,ZIC2,CGREF1
3888,ZIC2,CFB
3889,ZIC2,CETN3
3890,ZIC2,CDK3
3891,ZIC2,CCNG1
3892,ZIC2,CBX4
3893,ZIC2,CACNA1A
3894,ZIC2,CACHD1
3895,ZIC2,CA14
3896,ZIC2,C1orf122
3897,ZIC2,C1QL3
3898,ZIC2,C17orf107
3899,ZIC2,BUB3
3900,ZIC2,BSN
3901,ZIC2,BSCL2
3902,ZIC2,BRWD1
3903,ZIC2,BDNF
3904,ZIC2,BANK1
3905,ZIC2,B3GNT4
3906,ZIC2,ATP2C1
3907,ZIC2,ATP2B4
3908,ZIC2,ASCL1
3909,ZIC2,ARL5B
3910,ZIC2,ARHGEF7
3911,ZIC2,ARHGEF3
3912,ZIC2,ARHGEF25
3913,ZIC2,ARHGEF19
3914,ZIC2,ANKRD17
3915,ZIC2,ANK1
3916,ZIC2,AKNA
3917,ZIC2,AGRN
3918,ZIC2,ADAMTS1
3919,ZIC2,ABCA2
3920,ZIC2,AAMP
3921,ZEB1,ZNF853
3922,ZEB1,ZNF664
3923,ZEB1,ZNF592
3924,ZEB1,ZNF536
3925,ZEB1,ZNF385B
3926,ZEB1,ZNF384
3927,ZEB1,ZNF142
3928,ZEB1,ZMIZ1
3929,ZEB1,ZIC5
3930,ZEB1,ZIC4
3931,ZEB1,ZFHX4
3932,ZEB1,ZFAND2B
3933,ZEB1,ZC3H12C
3934,ZEB1,ZC3H10
3935,ZEB1,ZBTB48
3936,ZEB1,ZBTB44
3937,ZEB1,ZBTB37
3938,ZEB1,ZBTB22
3939,ZEB1,ZBTB20
3940,ZEB1,ZACN
3941,ZEB1,YIPF6
3942,ZEB1,YIPF1
3943,ZEB1,YIF1A
3944,ZEB1,XBP1
3945,ZEB1,WWP2
3946,ZEB1,WWC2-AS2
3947,ZEB1,WSCD1
3948,ZEB1,WRN
3949,ZEB1,WNT4
3950,ZEB1,WNT2B
3951,ZEB1,WNT2
3952,ZEB1,WNT10A
3953,ZEB1,WDR44
3954,ZEB1,WBP2NL
3955,ZEB1,VTCN1
3956,ZEB1,VSX2
3957,ZEB1,VGLL4
3958,ZEB1,VAV2
3959,ZEB1,VANGL2
3960,ZEB1,USP46
3961,ZEB1,USP43
3962,ZEB1,USP27X
3963,ZEB1,USP1
3964,ZEB1,USH1C
3965,ZEB1,UNC5D
3966,ZEB1,UBXN7
3967,ZEB1,UBL7
3968,ZEB1,U2SURP
3969,ZEB1,TUBGCP6
3970,ZEB1,TUBD1
3971,ZEB1,TUBA4B
3972,ZEB1,TTPAL
3973,ZEB1,TTLL6
3974,ZEB1,TTLL1
3975,ZEB1,TSC22D2
3976,ZEB1,TRPT1
3977,ZEB1,TRPM4
3978,ZEB1,TRMT5
3979,ZEB1,TRIM8
3980,ZEB1,TRIM71
3981,ZEB1,TRIM66
3982,ZEB1,TRIM47
3983,ZEB1,TRIM27
3984,ZEB1,TRAK2
3985,ZEB1,TRAF3IP3
3986,ZEB1,TRAF3IP2
3987,ZEB1,TPR
3988,ZEB1,TPM1
3989,ZEB1,TP63
3990,ZEB1,TP53INP1
3991,ZEB1,TOX2
3992,ZEB1,TOP3A
3993,ZEB1,TOMM7
3994,ZEB1,TNFRSF6B
3995,ZEB1,TNFRSF17
3996,ZEB1,TMPRSS4
3997,ZEB1,TMOD1
3998,ZEB1,TMEM99
3999,ZEB1,TMEM8B
4000,ZEB1,TMEM87A
4001,ZEB1,TMEM81
4002,ZEB1,TMEM62
4003,ZEB1,TMEM59L
4004,ZEB1,TMEM38A
4005,ZEB1,TMEM240
4006,ZEB1,TMEM229B
4007,ZEB1,TMEM211
4008,ZEB1,TMEM200A
4009,ZEB1,TMEM163
