,src,dest
81723,E2F5,GPR158
81724,E2F5,GPAA1
81725,E2F5,GON4L
81726,E2F5,GNB5
81727,E2F5,GNB3
81728,E2F5,GMPPB
81729,E2F5,GMNN
81730,E2F5,GLYR1
81731,E2F5,GLUD1
81732,E2F5,GLRA3
81733,E2F5,GLI2
81734,E2F5,GLCE
81735,E2F5,GLB1L2
81736,E2F5,GINS1
81737,E2F5,GIN1
81738,E2F5,GHRH
81739,E2F5,GGPS1
81740,E2F5,GGA1
81741,E2F5,GEN1
81742,E2F5,GDE1
81743,E2F5,GCH1
81744,E2F5,GATA1
81745,E2F5,GAPDH
81746,E2F5,GAMT
81747,E2F5,GALR2
81748,E2F5,GALNT11
81749,E2F5,GAL3ST4
81750,E2F5,GAD1
81751,E2F5,FZD9
81752,E2F5,FUS
81753,E2F5,FPGT
81754,E2F5,FOXRED1
81755,E2F5,FLJ45983
81756,E2F5,FHOD1
81757,E2F5,FEZF1
81758,E2F5,FECH
81759,E2F5,FCHSD1
81760,E2F5,FBXW4
81761,E2F5,FBXO9
81762,E2F5,FBXO2
81763,E2F5,FBRSL1
81764,E2F5,FBLN1
81765,E2F5,FARS2
81766,E2F5,FANCG
81767,E2F5,FANCF
81768,E2F5,FAM76B
81769,E2F5,FAM72D
81770,E2F5,FAM72B
81771,E2F5,FAM72A
81772,E2F5,FAM155A
81773,E2F5,FAM122B
81774,E2F5,FABP5P3
81775,E2F5,EXT1
81776,E2F5,ETS1
81777,E2F5,ETF1
81778,E2F5,ESYT1
81779,E2F5,ERI3
81780,E2F5,ERH
81781,E2F5,ERF
81782,E2F5,EPS15L1
81783,E2F5,EPO
81784,E2F5,EPM2AIP1
81785,E2F5,EPHB3
81786,E2F5,ENDOD1
81787,E2F5,EN2
81788,E2F5,EML6
81789,E2F5,EMC6
81790,E2F5,EMC3
81791,E2F5,ELAVL4
81792,E2F5,EIF5A
81793,E2F5,EIF4A2
81794,E2F5,EIF4A1
81795,E2F5,EHD1
81796,E2F5,EHBP1
81797,E2F5,EFNB1
81798,E2F5,EFCAB7
81799,E2F5,EFCAB5
81800,E2F5,EDEM3
81801,E2F5,ECEL1
81802,E2F5,E2F3
81803,E2F5,E2F1
81804,E2F5,DZIP1L
81805,E2F5,DYRK1A
81806,E2F5,DUSP4
81807,E2F5,DUOXA2
81808,E2F5,DTL
81809,E2F5,DOCK9
81810,E2F5,DNMT1
81811,E2F5,DNAJC11
81812,E2F5,DNAJB14
81813,E2F5,DNAH6
81814,E2F5,DMC1
81815,E2F5,DLL4
81816,E2F5,DLG3
81817,E2F5,DLEU1
81818,E2F5,DIDO1
81819,E2F5,DIAPH1
81820,E2F5,DHX9
81821,E2F5,DHX40
81822,E2F5,DHX30
81823,E2F5,DHRS3
81824,E2F5,DENR
81825,E2F5,DEK
81826,E2F5,DDX42
81827,E2F5,DDX21
81828,E2F5,DCTPP1
81829,E2F5,DCTN3
81830,E2F5,DAXX
81831,E2F5,DACT2
81832,E2F5,CYP2R1
81833,E2F5,CYP19A1
81834,E2F5,CTNNB1
81835,E2F5,CTDSPL
81836,E2F5,CTDSP1
81837,E2F5,CTDNEP1
81838,E2F5,CTCF
81839,E2F5,CSTF2T
81840,E2F5,CSRP2
81841,E2F5,CSRNP1
81842,E2F5,CSNK2B
81843,E2F5,CSDE1
81844,E2F5,CRELD2
81845,E2F5,CREG2
81846,E2F5,CREG1
81847,E2F5,CRADD
81848,E2F5,CRABP1
81849,E2F5,CPNE5
81850,E2F5,COPS6
81851,E2F5,COG8
81852,E2F5,CNOT6L
81853,E2F5,CNOT10
81854,E2F5,CNNM3
81855,E2F5,CNNM1
81856,E2F5,CNBP
81857,E2F5,CLTA
81858,E2F5,CLPX
81859,E2F5,CLK3
81860,E2F5,CLK2
81861,E2F5,CLIC1
81862,E2F5,CHST14
81863,E2F5,CHST11
81864,E2F5,CHRM4
81865,E2F5,CHRDL1
81866,E2F5,CHRD
81867,E2F5,CHMP4A
81868,E2F5,CHMP2A
81869,E2F5,CHCHD7
81870,E2F5,CFL1
81871,E2F5,CES4A
81872,E2F5,CENPM
81873,E2F5,CELF4
81874,E2F5,CDKN1B
81875,E2F5,CDK5R1
81876,E2F5,CDH2
81878,E2F5,CDCA7
81879,E2F5,CDC6
81880,E2F5,CDC42BPA
81881,E2F5,CDC25A
81882,E2F5,CD3EAP
81883,E2F5,CD151
81884,E2F5,CCT6B
81885,E2F5,CCT3
81886,E2F5,CCNT2
81887,E2F5,CCNT1
81888,E2F5,CCDC85C
81889,E2F5,CCDC59
81890,E2F5,CCDC121
81891,E2F5,CCDC12
81892,E2F5,CBX8
81893,E2F5,CBX6
81894,E2F5,CBX5
81895,E2F5,CBX3
81896,E2F5,CBX1
81897,E2F5,CBLB
81898,E2F5,CBFA2T2
81899,E2F5,CATSPERD
81900,E2F5,CASP8AP2
81901,E2F5,CAPRIN1
81902,E2F5,CAP1
81903,E2F5,CAMK2N2
81904,E2F5,CAMK2B
81905,E2F5,CAMK2A
81906,E2F5,CADPS
81907,E2F5,CACHD1
81908,E2F5,CA2
81909,E2F5,C7orf61
81910,E2F5,C6orf52
81911,E2F5,C5orf30
81912,E2F5,C4orf33
81913,E2F5,C2CD4C
81914,E2F5,C2CD2L
81915,E2F5,C19orf54
81916,E2F5,C17orf67
81917,E2F5,C17orf102
81918,E2F5,C16orf72
81919,E2F5,C15orf56
81920,E2F5,BTBD10
81921,E2F5,BSPRY
81922,E2F5,BRSK2
81923,E2F5,BRPF3
81924,E2F5,BRPF1
81925,E2F5,BROX
81926,E2F5,BRD7
81927,E2F5,BRD2
81928,E2F5,BMPR1B
81929,E2F5,BCL6B
81930,E2F5,BARX1
81931,E2F5,BAP1
81932,E2F5,BAHCC1
81933,E2F5,BACH1
81934,E2F5,B4GALT1
81935,E2F5,B3GALT6
81936,E2F5,ATPAF1
81937,E2F5,ATP8B5P
81938,E2F5,ATP2C2
81939,E2F5,ATP10A
81940,E2F5,ATL3
81941,E2F5,ATF7
81942,E2F5,ATF5
81943,E2F5,ATAD1
81944,E2F5,ASTN1
81945,E2F5,ARSJ
81946,E2F5,ARRDC3
81947,E2F5,ARMC5
81948,E2F5,ARL6IP6
81949,E2F5,ARID1A
81950,E2F5,ARHGEF9
81951,E2F5,ARHGAP6
81952,E2F5,ARHGAP36
81953,E2F5,ARHGAP11A
81954,E2F5,ARHGAP1
81955,E2F5,ARF5
81956,E2F5,ARF3
81957,E2F5,APPL1
81958,E2F5,APOM
81959,E2F5,APIP
81960,E2F5,APBB2
81961,E2F5,AP4M1
81962,E2F5,AP1S1
81963,E2F5,ANO8
81964,E2F5,ANKRD13D
81965,E2F5,AMPD2
81966,E2F5,AMIGO3
81967,E2F5,AMIGO1
81968,E2F5,ALOXE3
81969,E2F5,ALKBH5
81970,E2F5,ALDOA
81971,E2F5,AKAP13
81972,E2F5,AIF1L
81973,E2F5,AHDC1
81974,E2F5,AGBL5
81975,E2F5,ADRM1
81976,E2F5,ADM
81977,E2F5,ADCY10
81978,E2F5,ADCY1
81979,E2F5,ADAMTS19
81980,E2F5,ACTL10
81981,E2F5,ACBD6
81982,E2F5,ABHD10
81983,E2F5,AARSD1
81984,E2F4,ZRANB3
81985,E2F4,ZNF830
81986,E2F4,ZNF804A
81987,E2F4,ZNF771
81988,E2F4,ZNF653
81989,E2F4,ZNF644
81990,E2F4,ZNF574
81991,E2F4,ZNF524
81992,E2F4,ZNF516
81993,E2F4,ZNF503-AS2
81994,E2F4,ZNF444
81995,E2F4,ZNF384
81996,E2F4,ZNF280D
81997,E2F4,ZNF267
81998,E2F4,ZNF224
81999,E2F4,ZNF180
82000,E2F4,ZMAT1
82001,E2F4,ZIM2
82002,E2F4,ZIC4
82003,E2F4,ZFX
82004,E2F4,ZFP36L1
82005,E2F4,ZEB1
82006,E2F4,ZDHHC17
82007,E2F4,ZCCHC3
82008,E2F4,ZBTB4
82009,E2F4,ZBTB22
82010,E2F4,ZACN
82011,E2F4,YY1
82012,E2F4,YWHAH
82013,E2F4,YTHDC1
82014,E2F4,YBX2
82015,E2F4,XRCC6
82016,E2F4,XRCC2
82017,E2F4,XRCC1
82018,E2F4,XPO7
82019,E2F4,XPO1
82020,E2F4,XKR7
82021,E2F4,XKR5
82022,E2F4,XIAP
82023,E2F4,WRAP73
82024,E2F4,WNT9A
82025,E2F4,WNT5A
82026,E2F4,WNK1
82027,E2F4,WEE1
82028,E2F4,WDR62
82029,E2F4,WBP2NL
82030,E2F4,VPS4A
82031,E2F4,VHL
82032,E2F4,VCP
82033,E2F4,VAT1
82034,E2F4,VARS2
82035,E2F4,VAMP3
82036,E2F4,VAC14
82037,E2F4,UXS1
82038,E2F4,USP49
82039,E2F4,USP44
82040,E2F4,USP25
82041,E2F4,USP2
82042,E2F4,UMPS
82043,E2F4,UHRF1
82044,E2F4,UCK1
82045,E2F4,UBR7
82046,E2F4,UBE2S
82047,E2F4,UBE2M
82048,E2F4,UBE2D3
82049,E2F4,UBC
82050,E2F4,TYRO3
82051,E2F4,TYMS
82052,E2F4,TYMP
82053,E2F4,TXNDC11
82054,E2F4,TUG1
82055,E2F4,TUFT1
82056,E2F4,TUBB
82057,E2F4,TTK
82058,E2F4,TTI1
82059,E2F4,TSPAN7
82060,E2F4,TSNAX
82061,E2F4,TRMT6
82062,E2F4,TRIP12
82063,E2F4,TRIP10
82064,E2F4,TRIM39
82065,E2F4,TRIM37
82066,E2F4,TRIB3
82067,E2F4,TRAPPC9
82068,E2F4,TRAPPC11
82069,E2F4,TRAF3
82070,E2F4,TRAF2
82071,E2F4,TRADD
82072,E2F4,TRA2B
82073,E2F4,TP73
82074,E2F4,TP53I13
82075,E2F4,TP53
82076,E2F4,TOP2A
82077,E2F4,TOP1
82078,E2F4,TOMM40
82079,E2F4,TNXB
82080,E2F4,TMX2
82081,E2F4,TMEM92
82082,E2F4,TMEM80
82083,E2F4,TMEM60
82084,E2F4,TMEM53
82085,E2F4,TMEM245
82086,E2F4,TMEM200B
82087,E2F4,TMEM187
82088,E2F4,TMEM179B
82089,E2F4,TMEM143
82090,E2F4,TMEM132E
82091,E2F4,TMEM108
82092,E2F4,TLL2
82093,E2F4,TLL1
82094,E2F4,TLE3
82095,E2F4,TK1
82096,E2F4,TJP3
82097,E2F4,THOP1
82098,E2F4,THEM6
82099,E2F4,THAP4
82100,E2F4,TGFBR1
82101,E2F4,TFRC
82102,E2F4,TFAP4
82103,E2F4,TFAP2C
82104,E2F4,TFAM
82105,E2F4,TEX9
82106,E2F4,TERT
82107,E2F4,TERF2IP
82108,E2F4,TEAD4
82109,E2F4,TCP1
82110,E2F4,TCF4
82111,E2F4,TCEANC2
82112,E2F4,TCEAL5
82113,E2F4,TBX19
82114,E2F4,TBL2
82115,E2F4,TAP1
82116,E2F4,TAF7
82117,E2F4,TADA3
82118,E2F4,TACC3
82119,E2F4,SYP
82120,E2F4,SYNGR3
82121,E2F4,SYNGR1
82122,E2F4,SYNE1
82123,E2F4,SV2C
82124,E2F4,SV2B
82125,E2F4,SUZ12
82126,E2F4,SUPT4H1
82127,E2F4,SUMO3
82128,E2F4,SUMO2
82129,E2F4,SULT4A1
82130,E2F4,SUGP1
82131,E2F4,STX5
82132,E2F4,STOML2
82133,E2F4,STK35
82134,E2F4,STAT5B
82135,E2F4,STAM
82136,E2F4,STAG2
82137,E2F4,STAG1
82138,E2F4,ST7-OT4
82139,E2F4,ST7
82140,E2F4,SSBP4
82141,E2F4,SSBP3
82142,E2F4,SS18L1
82143,E2F4,SRSF8
82144,E2F4,SRSF7
82145,E2F4,SRSF2
82146,E2F4,SRSF1
82147,E2F4,SRRM2
82148,E2F4,SRRM1
82149,E2F4,SRP68
82150,E2F4,SRCAP
82151,E2F4,SPSB1
82152,E2F4,SPRY2
82153,E2F4,SPOCK3
82154,E2F4,SPN
82155,E2F4,SPHK1
82156,E2F4,SPCS3
82157,E2F4,SPATA5L1
82158,E2F4,SP6
82159,E2F4,SP3
82160,E2F4,SP1
82161,E2F4,SOX9
82162,E2F4,SOX4
82163,E2F4,SOX3
82164,E2F4,SOX15
82165,E2F4,SORL1
82166,E2F4,SORCS2
82167,E2F4,SNTA1
82168,E2F4,SNORA67
82169,E2F4,SNORA48
82170,E2F4,SMS
82171,E2F4,SMG6
82172,E2F4,SMCHD1
82173,E2F4,SMC3
82174,E2F4,SMC2
82175,E2F4,SMARCE1
82176,E2F4,SMARCB1
82177,E2F4,SMARCA4
82178,E2F4,SLITRK1
82179,E2F4,SLCO4A1
82180,E2F4,SLC9A3R1
82181,E2F4,SLC6A4
82182,E2F4,SLC6A3
82183,E2F4,SLC6A2
82184,E2F4,SLC4A2
82185,E2F4,SLC44A4
82186,E2F4,SLC41A1
82187,E2F4,SLC3A2
82188,E2F4,SLC39A14
82189,E2F4,SLC35A3
82190,E2F4,SLC30A1
82191,E2F4,SLC25A4
82192,E2F4,SLC25A32
82194,E2F4,SLC25A20
82195,E2F4,SLC25A14
82196,E2F4,SLC22A23
82197,E2F4,SLC20A1
82198,E2F4,SLC1A5
82199,E2F4,SLC16A6
82200,E2F4,SLC16A2
82201,E2F4,SLC12A2
82202,E2F4,SLC10A7
82203,E2F4,SLC10A3
82204,E2F4,SKP1
82205,E2F4,SIX5
82206,E2F4,SIVA1
82207,E2F4,SIRPA
82208,E2F4,SIM2
82209,E2F4,SIK2
82210,E2F4,SHROOM4
82211,E2F4,SHB
82212,E2F4,SH3BGR
82213,E2F4,SGCZ
82214,E2F4,SFT2D3
82215,E2F4,SFPQ
82216,E2F4,SEZ6L2
82217,E2F4,SEZ6
82218,E2F4,SETD2
82219,E2F4,SETD1B
82220,E2F4,SESN1
82221,E2F4,SENP1
82222,E2F4,SEMA6D
82223,E2F4,SEH1L
82224,E2F4,SEC1
82225,E2F4,SDC1
82226,E2F4,SCYL3
82227,E2F4,SCUBE3
82228,E2F4,SCN8A
82229,E2F4,SCAI
82230,E2F4,SAP30L
82231,E2F4,SAP30BP
82232,E2F4,SAP30
82233,E2F4,SALL1
82234,E2F4,S100A6
82235,E2F4,RUSC1
82236,E2F4,RUNDC1
82237,E2F4,RUFY4
82238,E2F4,RTN4R
82239,E2F4,RTKN
82240,E2F4,RTBDN
82241,E2F4,RSRC2
82242,E2F4,RSBN1L
82243,E2F4,RSBN1
82244,E2F4,RRM1
82245,E2F4,RPS8
82246,E2F4,RPS4X
82247,E2F4,RPS3A
82248,E2F4,RPS20
82249,E2F4,RPS15
82250,E2F4,RPL36AL
82251,E2F4,RPL29
82252,E2F4,RPL23A
82253,E2F4,RPL15
82254,E2F4,RPA3
82255,E2F4,RPA2
82256,E2F4,RNF168
82257,E2F4,RIPK2
82258,E2F4,RIMS2
82259,E2F4,RHOC
82260,E2F4,RHOBTB1
82261,E2F4,RHD
82262,E2F4,RHCE
82263,E2F4,RGMA
82264,E2F4,RFC4
82265,E2F4,RFC3
82266,E2F4,RFC2
82267,E2F4,RET
82268,E2F4,REL
82269,E2F4,REEP1
82270,E2F4,RCOR2
82271,E2F4,RBM28
82272,E2F4,RBM22
82273,E2F4,RASSF4
82274,E2F4,RASGRP3
82275,E2F4,RASAL2
82276,E2F4,RANBP1
82277,E2F4,RAI1
82278,E2F4,RAD54L
82279,E2F4,RAD23A
82280,E2F4,RABIF
82281,E2F4,RABEP1
82282,E2F4,RAB3GAP1
82283,E2F4,RAB11FIP5
82284,E2F4,RAB11FIP3
82285,E2F4,RAB11B
82286,E2F4,PXMP2
82287,E2F4,PWP2
82288,E2F4,PTTG1
82289,E2F4,PTPRZ1
82290,E2F4,PTPRK
82291,E2F4,PTPRB
82292,E2F4,PTPN14
82293,E2F4,PTMA
82294,E2F4,PTGS2
82295,E2F4,PTBP3
82296,E2F4,PSMB8
82297,E2F4,PSMA7
82298,E2F4,PRRT2
82299,E2F4,PRRG3
82300,E2F4,PRRC2C
82301,E2F4,PRR14L
82302,E2F4,PRR12
82303,E2F4,PRPSAP1
82304,E2F4,PRPS2
82305,E2F4,PRPF38A
82306,E2F4,PROX1
82307,E2F4,PRODH
82308,E2F4,PRNP
82309,E2F4,PRKG2
82310,E2F4,PRKDC
82311,E2F4,PRKCSH
82312,E2F4,PRKCE
82313,E2F4,PRIM2
82314,E2F4,PRDM8
82315,E2F4,PRDM6
82316,E2F4,PRC1
82317,E2F4,PPRC1
82318,E2F4,PPP6R3
82319,E2F4,PPP3CA
82320,E2F4,PPP2R2B
82321,E2F4,PPP1R9B
82322,E2F4,PPP1R7
82323,E2F4,PPP1R3C
82324,E2F4,PPP1R12B
82325,E2F4,PPM1D
82326,E2F4,PPIG
82327,E2F4,PPIE
82328,E2F4,PPIA
82329,E2F4,PPCS
82330,E2F4,POU4F1
82331,E2F4,POLR3GL
82332,E2F4,POLR3D
82333,E2F4,POLR2F
82334,E2F4,POLR2D
82335,E2F4,POLE2
82336,E2F4,POLD3
82337,E2F4,POLD1
82338,E2F4,PLSCR4
82339,E2F4,PLSCR1
82340,E2F4,PLK1
82341,E2F4,PLEKHJ1
82342,E2F4,PLEKHH3
82343,E2F4,PLCL2
82344,E2F4,PLCG1
82345,E2F4,PLA2G15
82346,E2F4,PKN2
82347,E2F4,PKMYT1
82348,E2F4,PIP4K2B
82349,E2F4,PIM2
82350,E2F4,PIM1
82351,E2F4,PIGV
82352,E2F4,PIGQ
82353,E2F4,PIGN
82354,E2F4,PIGF
82355,E2F4,PHYHIPL
82356,E2F4,PHOX2A
82357,E2F4,PHKB
82358,E2F4,PHF5A
82359,E2F4,PHC1
82360,E2F4,PGAP1
82361,E2F4,PEX12
82362,E2F4,PEG3
82363,E2F4,PDXP
82364,E2F4,PDXK
82365,E2F4,PDGFA
82366,E2F4,PDE9A
82367,E2F4,PDE4B
82368,E2F4,PDCD7
82369,E2F4,PCSK2
82370,E2F4,PCSK1
82371,E2F4,PCNT
82372,E2F4,PCDHGC3
82373,E2F4,PCDHGA9
82374,E2F4,PCDHB10
82375,E2F4,PCDH7
82376,E2F4,PCDH18
82377,E2F4,PAX6
82378,E2F4,PATL1
82379,E2F4,PARK7
82380,E2F4,PARD6B
82381,E2F4,PARD3
82382,E2F4,PANK2
82383,E2F4,PAN2
82384,E2F4,PABPC1
82385,E2F4,OXR1
82386,E2F4,OVOL2
82387,E2F4,OTX1
82388,E2F4,OTUD7B
82389,E2F4,OSR1
82390,E2F4,ORC2
82391,E2F4,ORC1
82392,E2F4,OR2C1
82393,E2F4,OGFR
82394,E2F4,OGFOD2
82395,E2F4,ODF3B
82396,E2F4,NXT2
82397,E2F4,NXT1
82398,E2F4,NUP62
82399,E2F4,NUP155
82400,E2F4,NUP153
82401,E2F4,NTRK3
82402,E2F4,NSFL1C
82403,E2F4,NSF
82404,E2F4,NRK
82405,E2F4,NRGN
82406,E2F4,NR6A1
82407,E2F4,NR2F1
82408,E2F4,NR2C2AP
82409,E2F4,NPY1R
82410,E2F4,NPR3
82411,E2F4,NPAS3
82412,E2F4,NOTCH2
82413,E2F4,NOLC1
82414,E2F4,NOL3
82415,E2F4,NOG
82416,E2F4,NMT2
82417,E2F4,NLGN3
82418,E2F4,NLGN2
82419,E2F4,NKTR
82420,E2F4,NKD2
82421,E2F4,NIPBL
82422,E2F4,NINL
82423,E2F4,NHLRC2
82424,E2F4,NFYA
82425,E2F4,NFKB2
82426,E2F4,NFIL3
82427,E2F4,NFE2L1
82428,E2F4,NFATC4
82429,E2F4,NFATC2IP
82430,E2F4,NETO1
82431,E2F4,NES
82432,E2F4,NELL2
82433,E2F4,NEK2
82434,E2F4,NDUFC1
82435,E2F4,NDC80
82436,E2F4,NCL
82437,E2F4,NCBP2
82438,E2F4,NBEAL2
82439,E2F4,NASP
82440,E2F4,NAP1L4
82441,E2F4,NAA50
82442,E2F4,N4BP2L1
82443,E2F4,MZT1
82444,E2F4,MZB1
82445,E2F4,MYT1
82446,E2F4,MYOZ3
82447,E2F4,MYL3
82448,E2F4,MYCNOS
82449,E2F4,MYBL2
82450,E2F4,MXD3
82451,E2F4,MTHFD1
82452,E2F4,MT3
82453,E2F4,MSH6
82454,E2F4,MSH3
82455,E2F4,MSH2
82456,E2F4,MRTO4
82457,E2F4,MRPS6
82458,E2F4,MRPL49
82459,E2F4,MRPL24
82460,E2F4,MRPL12
82461,E2F4,MRFAP1
82462,E2F4,MPPED2
82463,E2F4,MORF4L1
82464,E2F4,MORC4
82465,E2F4,MLH1
82466,E2F4,MKI67
82467,E2F4,MIS12
82468,E2F4,MIR17HG
82469,E2F4,MIMT1
82470,E2F4,METTL15
82471,E2F4,MEPCE
82472,E2F4,MELK
82473,E2F4,MED21
82474,E2F4,MDGA1
82475,E2F4,MCMBP
82476,E2F4,MCM8
82477,E2F4,MCM7
82478,E2F4,MCM4
82479,E2F4,MCM10
82480,E2F4,MCFD2
82481,E2F4,MCF2L
82482,E2F4,MBP
82483,E2F4,MBNL1
82484,E2F4,MBD2
82485,E2F4,MAPT
82486,E2F4,MAPRE1
82487,E2F4,MAPK8IP3
82488,E2F4,MAP7D1
82489,E2F4,MAMSTR
82490,E2F4,MAD2L1
82491,E2F4,LURAP1L
82492,E2F4,LTN1
82493,E2F4,LTBP4
82494,E2F4,LSG1
82495,E2F4,LRTOMT
82496,E2F4,LRRFIP1
82497,E2F4,LRRC4C
82498,E2F4,LRRC4
82499,E2F4,LRRC36
82500,E2F4,LRCH3
82501,E2F4,LPL
82502,E2F4,LPAR2
82503,E2F4,LOC283856
82504,E2F4,LOC147727
82505,E2F4,LOC100133957
82506,E2F4,LOC100130557
82507,E2F4,LOC100129726
82508,E2F4,LMNA
82509,E2F4,LMAN2
82510,E2F4,LIN7A
82511,E2F4,LIN54
82512,E2F4,LIN52
82513,E2F4,LIN37
82514,E2F4,LIME1
82515,E2F4,LHX2
82516,E2F4,LGI2
82517,E2F4,LGALS1
82518,E2F4,LATS2
82519,E2F4,LAMTOR1
82520,E2F4,KLK3
82521,E2F4,KLHL35
82522,E2F4,KLHL21
82523,E2F4,KLHDC3
82524,E2F4,KLHDC1
82525,E2F4,KLF9
82526,E2F4,KLF10
82527,E2F4,KIF4A
82528,E2F4,KIF22
82529,E2F4,KIAA1143
82530,E2F4,KIAA0825
82531,E2F4,KIAA0355
82532,E2F4,KHDRBS1
82533,E2F4,KCNS2
82534,E2F4,KCNRG
82535,E2F4,KCNQ4
82536,E2F4,KCNQ3
82537,E2F4,KCND2
82538,E2F4,KCNC1
82539,E2F4,KCNA7
82540,E2F4,KCNA3
82541,E2F4,KANSL3
82542,E2F4,KANSL1
82543,E2F4,JUN
82544,E2F4,ITPR1
82545,E2F4,ITGB3BP
82546,E2F4,ITGB1BP2
82547,E2F4,ITGA3
82548,E2F4,IRX5
82549,E2F4,IPO4
82550,E2F4,IPO11
82551,E2F4,INSM1
82552,E2F4,INSIG1
82553,E2F4,ING2
82554,E2F4,IL4I1
82555,E2F4,IL2RA
82556,E2F4,IL1RAPL1
82557,E2F4,IGFBP3
82558,E2F4,IGF2R
82559,E2F4,IGF2BP1
82560,E2F4,IGF2
82561,E2F4,IGF1R
82562,E2F4,IFT43
82563,E2F4,IFNAR2
82564,E2F4,IER5L
82565,E2F4,IDH3G
82566,E2F4,ID3
82567,E2F4,HUS1B
82568,E2F4,HTRA1
82569,E2F4,HTR7
82570,E2F4,HSPD1
82571,E2F4,HS6ST3
82572,E2F4,HS6ST1
82573,E2F4,HS3ST3B1
82574,E2F4,HRH3
82575,E2F4,HPGD
82576,E2F4,HOXC12
82577,E2F4,HOXC10
82578,E2F4,HOXB9
82579,E2F4,HOXB7
82580,E2F4,HOXA10
82581,E2F4,HORMAD1
82582,E2F4,HNRNPUL1
82583,E2F4,HNRNPA0
82584,E2F4,HNF4A
82585,E2F4,HMMR
82586,E2F4,HMGN2
82587,E2F4,HMGB3
82588,E2F4,HMGB2
82589,E2F4,HMGB1
82590,E2F4,HMGA1
82591,E2F4,HLTF
82592,E2F4,HIRA
82593,E2F4,HES7
82594,E2F4,HDAC8
82595,E2F4,HCN4
82596,E2F4,HCN3
82597,E2F4,HCFC1
82598,E2F4,HAUS8
82599,E2F4,HAT1
82600,E2F4,HAMP
82601,E2F4,HAGHL
82602,E2F4,GYPC
82603,E2F4,GTPBP1
82604,E2F4,GTF3C2
82605,E2F4,GRWD1
82606,E2F4,GRM7
82607,E2F4,GRIN3A
82608,E2F4,GPRC5B
82609,E2F4,GPR19
82610,E2F4,GPR158
82611,E2F4,GPANK1
82612,E2F4,GPAA1
82613,E2F4,GON4L
82614,E2F4,GNPTG
82615,E2F4,GNB5
82616,E2F4,GNB3
82617,E2F4,GNAS
82618,E2F4,GMPPB
82619,E2F4,GMNN
82620,E2F4,GLYR1
82621,E2F4,GLRA3
82622,E2F4,GLI2
82623,E2F4,GLCE
82624,E2F4,GLB1L2
82625,E2F4,GJB2
82626,E2F4,GIN1
82627,E2F4,GHRH
82628,E2F4,GGPS1
82629,E2F4,GGA1
82630,E2F4,GEN1
82631,E2F4,GDE1
82632,E2F4,GCH1
82633,E2F4,GATA1
82634,E2F4,GAPDH
82635,E2F4,GAMT
82636,E2F4,GALR2
82637,E2F4,GALNT11
82638,E2F4,GAL3ST4
82639,E2F4,GADD45A
82640,E2F4,GAD1
82641,E2F4,GABRA5
82642,E2F4,GABPA
82643,E2F4,G6PD
82644,E2F4,FZD9
82645,E2F4,FUS
82646,E2F4,FST
82647,E2F4,FOXRED1
82648,E2F4,FLJ45983
82649,E2F4,FHOD1
82650,E2F4,FGF7
82651,E2F4,FEZF1
82652,E2F4,FEN1
82653,E2F4,FECH
82654,E2F4,FDFT1
82655,E2F4,FCHSD1
82656,E2F4,FBXW4
82657,E2F4,FBXO9
82658,E2F4,FBXO2
82659,E2F4,FBRSL1
82660,E2F4,FBLN1
82661,E2F4,FARS2
82662,E2F4,FANCG
82663,E2F4,FANCF
82664,E2F4,FANCC
82665,E2F4,FAM76B
82666,E2F4,FAM72D
82667,E2F4,FAM72B
82668,E2F4,FAM72A
82669,E2F4,FAM210B
82670,E2F4,FAM155A
82671,E2F4,FAM122B
82672,E2F4,FABP5P3
82673,E2F4,F3
82674,E2F4,EXT1
82675,E2F4,EXOSC9
82676,E2F4,ETS1
82677,E2F4,ETF1
82678,E2F4,ESYT1
82679,E2F4,ERI3
82680,E2F4,ERH
82681,E2F4,ERF
82682,E2F4,EPS15L1
82683,E2F4,EPO
82684,E2F4,EPM2AIP1
82685,E2F4,EPHB3
82686,E2F4,ENDOD1
82687,E2F4,EN2
82688,E2F4,EML6
82689,E2F4,EMC6
82690,E2F4,EMC3
82691,E2F4,ELAVL4
82692,E2F4,EIF5A
82693,E2F4,EIF4H
82694,E2F4,EIF4A2
82695,E2F4,EIF4A1
82696,E2F4,EIF2B2
82697,E2F4,EHD1
82698,E2F4,EHBP1
82699,E2F4,EGR4
82700,E2F4,EFNB1
82701,E2F4,EFCAB7
82702,E2F4,EFCAB5
82703,E2F4,EDEM3
82704,E2F4,ECEL1
82705,E2F4,E2F2
82706,E2F4,E2F1
82707,E2F4,DZIP1L
82708,E2F4,DYRK1A
82709,E2F4,DUT
82710,E2F4,DUSP4
82711,E2F4,DUOXA2
82712,E2F4,DTL
82713,E2F4,DRG1
82714,E2F4,DPP4
82715,E2F4,DOCK9
82716,E2F4,DNMT1
82717,E2F4,DNAJC11
82718,E2F4,DNAJB14
82719,E2F4,DNAH6
82720,E2F4,DMRT1
82721,E2F4,DMC1
82722,E2F4,DLL4
82723,E2F4,DLG3
82724,E2F4,DIDO1
82725,E2F4,DIAPH1
82726,E2F4,DHX9
82727,E2F4,DHX40
82728,E2F4,DHX30
82729,E2F4,DHRS3
82730,E2F4,DHFR
82731,E2F4,DENR
82732,E2F4,DEK
82733,E2F4,DECR2
82734,E2F4,DDX42
82735,E2F4,DDX21
